time,local_date,pm10,pm25,no2,o3,so2,co_conc,sensor_id
13,2023-12-02T13:00:00+00:00,40.440094,32.781418,30.342562,18.317297,9.82618,492.08505,4878
13,2023-12-02T13:00:00+00:00,40.440094,32.781418,30.342562,18.317297,9.82618,492.08505,4878
